holiday,workingday,temp,atemp,humidity,windspeed,casual,registered,hour,weekday,month,W1,W2,W3,autumn,spring,summer,winter,CountClass
0,1,27.06,30.305,78,12.998,27,128,15,4,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,18.86,22.725,82,7.0015,15,190,20,1,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,17.22,21.21,54,15.0013,37,110,21,7,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,29.52,32.575,45,8.9981,37,175,23,5,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,25.42,29.545,78,0.0,4,101,6,3,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,33.62,37.12,43,15.0013,95,363,16,2,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,13.12,17.425,93,0.0,12,392,8,1,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,22.96,26.515,60,6.0032,35,268,9,3,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,29.52,34.85,79,6.0032,59,164,21,7,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,18.04,21.97,100,15.0013,23,150,12,1,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,27.88,31.82,83,7.0015,66,96,22,6,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,30.34,34.09,56,8.9981,45,301,20,2,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,20.5,24.24,72,12.998,75,139,16,7,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,24.6,31.06,31,6.0032,57,85,15,4,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,18.04,21.97,44,19.0012,142,224,12,6,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,6.56,6.06,40,31.0009,4,92,18,7,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,12.3,15.91,61,6.0032,31,144,19,6,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,32.8,37.12,49,16.9979,31,418,8,3,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,7.38,9.85,51,11.0014,1,14,23,5,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,25.42,30.305,69,0.0,33,288,21,4,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,10.66,12.12,81,19.0012,18,217,13,6,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0,14.76,18.18,81,7.0015,2,11,5,5,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,27.06,30.305,83,7.0015,26,115,19,4,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,28.7,33.335,74,7.0015,4,7,2,1,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,27.88,31.82,65,12.998,0,6,2,2,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,13.94,18.18,76,0.0,123,386,13,6,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,26.24,31.06,50,15.0013,21,68,2,6,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,21.32,25.0,36,22.0028,38,137,14,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,25.42,29.545,73,15.0013,1,5,3,2,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,23.78,27.275,68,22.0028,15,461,7,1,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,24.6,31.06,43,16.9979,18,443,7,2,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,12.3,13.635,39,27.9993,32,103,13,6,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,20.5,24.24,59,0.0,20,106,23,5,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,35.26,39.395,44,15.0013,98,212,13,4,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0,31.98,35.605,49,11.0014,170,205,19,1,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,18.86,22.725,88,16.9979,17,198,22,3,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,25.42,31.06,29,16.9979,52,187,13,2,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,27.06,29.545,89,8.9981,4,37,5,4,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,35.26,37.12,30,22.0028,53,141,15,3,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,22.96,26.515,83,8.9981,23,111,0,7,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,18.86,22.725,88,15.0013,0,20,5,2,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,8.2,9.85,40,15.0013,0,47,14,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,25.42,31.06,57,27.9993,10,5,1,2,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,20.5,24.24,68,12.998,0,2,2,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,32.8,38.635,59,16.9979,96,193,21,6,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,21.32,25.0,72,26.0027,19,237,20,1,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,12.3,15.91,61,6.0032,12,41,23,5,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,18.86,22.725,28,8.9981,24,214,21,1,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,18.04,21.97,88,0.0,1,14,5,7,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,24.6,29.545,73,16.9979,70,659,17,3,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,0,8.2,10.605,47,11.0014,6,76,16,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,22.96,26.515,73,11.0014,44,113,22,7,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,14.76,17.425,62,12.998,14,156,11,4,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,7.38,9.85,43,11.0014,2,34,22,5,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,22.96,26.515,73,6.0032,1,22,5,4,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,17.22,21.21,44,12.998,17,106,22,1,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,13.94,16.665,53,11.0014,1,45,0,5,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,5.74,6.06,39,19.9995,3,52,18,6,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,9.84,9.85,32,30.0026,2,48,13,2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,13.12,16.665,76,7.0015,74,318,11,6,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,30.34,34.85,66,11.0014,19,54,23,2,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,22.14,25.76,32,0.0,37,222,19,4,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,28.7,32.575,65,15.0013,153,200,13,6,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,6.56,9.85,59,6.0032,2,18,1,6,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,27.88,31.82,83,30.0026,27,105,16,5,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,1,24.6,31.06,43,0.0,86,764,17,2,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,24.6,28.03,83,6.0032,1,8,4,3,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,13.12,15.15,61,19.0012,0,4,2,4,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,22.14,25.76,45,11.0014,49,176,14,5,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,27.06,31.06,50,8.9981,223,247,16,7,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,13.94,17.425,49,7.0015,3,104,22,3,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,10.66,12.12,65,19.0012,10,138,10,7,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,13.12,16.665,57,8.9981,17,694,8,5,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,18.86,22.725,100,12.998,6,65,13,2,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,4.92,6.82,93,12.998,1,1,6,6,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,26.24,28.79,89,7.0015,5,48,1,6,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,21.32,25.0,63,11.0014,59,195,15,2,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,32.8,37.88,55,6.0032,42,99,11,1,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,10.66,13.635,87,7.0015,14,57,7,6,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,6.56,6.82,48,26.0027,1,24,3,7,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,26.24,30.305,73,15.0013,0,9,4,4,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,21.32,25.0,77,16.9979,42,296,20,3,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,9.84,12.12,87,11.0014,3,23,0,4,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,5.74,6.06,43,19.9995,0,36,21,7,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,9.84,11.365,67,12.998,12,96,10,1,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,21.32,25.0,88,19.0012,28,286,8,1,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,17.22,21.21,38,23.9994,42,438,17,5,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,8.2,12.88,86,0.0,3,49,13,2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,27.06,30.305,83,19.9995,19,71,0,7,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,1,25.42,31.06,38,16.9979,59,227,14,3,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,9.02,11.365,75,11.0014,5,45,14,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,13.94,18.18,76,0.0,42,255,18,6,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,18.86,22.725,55,19.9995,27,170,22,3,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,19.68,23.485,63,15.0013,0,3,3,2,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,28.7,33.335,74,11.0014,101,207,11,1,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,9.84,14.395,44,0.0,0,41,22,2,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,30.34,34.85,66,11.0014,65,448,20,3,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,27.88,31.82,89,12.998,1,35,5,2,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,26.24,30.305,69,16.9979,28,161,8,6,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,13.94,14.395,36,35.0008,0,88,6,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,21.32,25.0,94,0.0,48,104,22,7,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,27.06,31.06,39,15.0013,3,28,5,4,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,23.78,27.275,60,15.0013,43,136,11,4,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,10.66,11.365,48,22.0028,10,148,12,4,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,18.86,22.725,82,7.0015,109,141,11,7,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,14.76,16.665,46,27.9993,14,207,20,5,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,22.96,26.515,94,8.9981,1,6,3,5,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,13.94,15.15,53,19.9995,6,115,12,4,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,14.76,16.665,50,23.9994,2,14,7,7,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,16.4,20.455,50,8.9981,85,328,16,6,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,23.78,27.275,83,7.0015,28,147,10,3,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,12.3,15.15,81,8.9981,10,291,9,5,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,22.14,25.76,68,16.9979,0,12,1,3,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,13.94,16.665,46,11.0014,7,194,20,1,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,25.42,30.305,65,11.0014,4,8,4,7,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,17.22,21.21,88,7.0015,6,49,0,2,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,13.12,15.15,53,15.0013,30,597,17,2,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,18.04,21.97,88,8.9981,3,15,3,7,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,24.6,28.03,81,7.0015,26,399,8,2,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,18.04,21.97,88,8.9981,0,5,3,4,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,18.04,21.97,54,12.998,1,3,3,2,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,30.34,34.09,55,8.9981,50,113,10,5,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,10.66,11.365,87,19.9995,0,21,0,4,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,31.98,33.335,25,12.998,80,238,19,5,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,8.2,11.365,40,7.0015,0,18,23,7,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,12.3,14.395,81,12.998,4,8,4,7,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,14.76,18.18,40,7.0015,44,196,14,2,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,37.72,40.91,29,7.0015,69,300,16,5,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,22.96,26.515,52,19.9995,27,190,10,3,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,20.5,24.24,77,12.998,103,137,18,7,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,19.68,23.485,67,8.9981,0,7,3,3,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,31.16,33.335,35,15.0013,125,238,20,6,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,26.24,29.545,78,19.9995,39,168,9,6,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,27.88,31.82,74,12.998,19,102,6,1,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,15.58,19.695,27,11.0014,26,82,16,2,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,33.62,37.88,46,16.9979,40,248,20,2,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,18.04,21.97,67,8.9981,106,311,15,7,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,22.96,26.515,83,27.9993,38,115,12,2,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,5.74,7.575,50,8.9981,0,4,5,6,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,20.5,24.24,82,7.0015,28,173,21,3,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,10.66,12.88,56,11.0014,1,1,5,7,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,26.24,12.12,73,7.0015,2,34,5,5,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,13.12,14.395,45,23.9994,4,48,0,6,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,18.04,21.97,54,19.0012,20,66,11,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,27.88,31.82,89,11.0014,3,40,5,3,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,29.52,34.85,79,6.0032,57,100,22,7,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,22.96,26.515,73,19.0012,2,38,5,1,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,9.84,14.395,87,0.0,4,86,8,6,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,31.16,36.365,66,8.9981,45,283,21,1,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,18.86,22.725,72,11.0014,2,3,5,6,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,26.24,31.06,36,31.0009,59,98,12,1,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,30.34,34.09,62,6.0032,42,604,8,2,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,20.5,24.24,48,6.0032,195,390,12,7,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,13.12,15.91,87,11.0014,4,254,19,4,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1,23.78,27.275,88,8.9981,10,294,19,1,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0,1,13.94,17.425,81,7.0015,6,84,10,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,28.7,31.82,45,27.9993,191,287,17,7,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,22.14,25.76,24,11.0014,75,352,19,5,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,16.4,20.455,28,16.9979,9,60,1,6,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,13.12,14.395,49,32.9975,1,19,23,1,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,28.7,32.575,70,11.0014,107,137,10,1,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,22.96,26.515,88,12.998,0,4,4,5,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,6.56,7.575,47,15.0013,8,39,9,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,4.92,8.335,54,6.0032,1,5,5,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,28.7,32.575,58,8.9981,40,141,22,7,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,23.78,27.275,60,19.0012,134,310,14,1,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,32.8,37.12,52,12.998,68,185,13,2,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,29.52,34.85,79,0.0,158,230,10,7,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,18.86,22.725,94,6.0032,7,53,11,3,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,8.2,12.88,80,0.0,0,4,4,2,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,4.92,7.575,54,8.9981,0,28,6,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,13.94,16.665,87,11.0014,2,35,1,1,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,16.4,20.455,76,7.0015,16,89,10,3,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,27.88,31.82,79,43.0006,36,115,11,2,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,10.66,12.12,60,16.9979,3,20,6,6,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,17.22,21.21,77,19.0012,29,55,12,6,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,20.5,24.24,72,7.0015,24,572,7,2,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,26.24,30.305,25,19.0012,105,670,18,2,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,20.5,24.24,88,7.0015,38,85,23,7,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,25.42,29.545,78,7.0015,27,144,10,2,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,25.42,30.305,69,7.0015,55,408,20,4,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,10.66,15.15,81,0.0,2,119,21,1,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,24.6,28.03,83,0.0,42,111,0,6,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,21.32,25.0,48,11.0014,67,291,16,5,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,14.76,17.425,71,11.0014,34,269,15,5,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,12.3,14.395,36,15.0013,3,12,3,7,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,16.4,20.455,69,7.0015,133,272,10,7,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,28.7,33.335,79,12.998,66,175,21,3,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,13.94,15.91,87,16.9979,4,3,4,7,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,25.42,28.79,83,16.9979,47,432,17,4,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0,1,6.56,9.09,86,8.9981,10,434,8,1,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1,10.66,15.15,56,0.0,0,6,1,2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,22.14,25.76,100,8.9981,21,99,15,3,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,14.76,18.18,73,7.0015,15,505,8,3,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,0,25.42,31.06,35,26.0027,182,230,15,7,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,6.56,6.06,40,30.0026,10,128,13,7,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,19.68,23.485,55,26.0027,5,119,6,3,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,10.66,12.12,56,16.9979,5,95,9,6,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,22.14,25.76,83,8.9981,9,142,6,5,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,28.7,33.335,84,11.0014,24,458,7,3,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,18.86,22.725,100,8.9981,12,49,14,3,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,22.96,26.515,21,15.0013,120,191,14,2,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,29.52,34.85,74,6.0032,74,155,18,7,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,9.84,10.605,52,26.0027,7,218,9,4,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,18.86,22.725,67,19.0012,23,119,16,3,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,18.04,21.97,0,26.0027,2,109,17,4,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,21.32,25.0,59,7.0015,38,305,19,4,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,21.32,25.0,72,6.0032,18,30,7,7,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,29.52,33.335,51,8.9981,51,141,11,4,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,29.52,33.335,51,11.0014,69,185,22,4,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,29.52,32.575,32,8.9981,80,527,18,3,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,27.06,29.545,89,7.0015,13,279,7,4,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,17.22,21.21,38,23.9994,15,225,16,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1,4.92,7.575,74,7.0015,0,36,6,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,12.3,14.395,52,16.9979,5,11,4,1,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,31.16,35.605,58,23.9994,71,236,14,5,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,15.58,19.695,82,6.0032,128,129,17,6,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,22.14,25.76,88,16.9979,17,190,9,2,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,20.5,24.24,48,7.0015,10,23,3,6,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,9.02,13.635,75,0.0,2,6,1,5,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,18.86,22.725,88,7.0015,8,134,6,1,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,22.96,26.515,68,22.0028,12,50,23,2,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,9.84,12.12,93,0.0,4,91,7,5,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,18.04,21.97,82,15.0013,1,41,5,4,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,26.24,31.06,31,23.9994,41,321,18,1,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,25.42,27.275,94,0.0,5,47,0,3,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,31.16,34.85,52,12.998,73,142,14,5,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,8.2,11.365,40,6.0032,1,69,20,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,25.42,30.305,65,11.0014,58,308,9,5,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
