holiday,workingday,temp,atemp,humidity,windspeed,casual,registered,count,date,hour,weekday,month,W1,W2,W3,autumn,spring,summer,winter
0,1,13.12,16.665,61,8.9981,12,209,221,2012-12-14,20,5,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,28.7,33.335,74,7.0015,42,44,86,2011-07-04,08,1,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,9.02,10.605,60,15.0013,11,233,244,2011-12-08,07,4,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,18.86,22.725,63,30.0026,12,451,463,2012-01-17,18,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,25.42,29.545,73,19.9995,120,247,367,2011-05-15,12,7,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,27.06,29.545,89,0.0,2,13,15,2012-09-02,06,7,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,25.42,28.79,83,16.9979,20,248,268,2011-10-13,18,4,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,9.02,10.605,51,19.9995,8,381,389,2012-12-06,07,4,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,5.74,7.575,86,8.9981,0,1,1,2011-01-12,02,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,18.04,21.97,54,8.9981,103,256,359,2012-11-10,18,6,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,25.42,30.305,61,15.0013,43,148,191,2011-05-12,14,4,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,20.5,24.24,72,0.0,3,10,13,2012-09-16,05,7,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,10.66,13.635,75,8.9981,0,5,5,2012-12-19,03,3,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,6.56,7.575,93,12.998,0,32,32,2011-01-11,20,2,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,9.02,13.635,55,0.0,7,36,43,2011-12-11,22,7,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,27.06,29.545,89,16.9979,38,294,332,2012-07-19,21,4,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,0,26.24,31.06,47,0.0,104,234,338,2012-05-19,22,6,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,27.06,31.06,39,0.0,49,240,289,2011-05-11,16,3,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,26.24,31.06,29,11.0014,57,236,293,2011-06-03,20,5,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,19.68,23.485,82,16.9979,60,136,196,2011-05-01,17,7,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,7.38,7.575,37,27.9993,4,83,87,2012-02-12,17,7,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,13.94,16.665,53,12.998,7,60,67,2012-10-13,02,6,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,18.04,21.97,62,32.9975,6,123,129,2012-01-17,15,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,25.42,31.06,53,16.9979,23,311,334,2011-07-14,07,4,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,29.52,34.85,74,16.9979,55,257,312,2011-07-06,20,3,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,20.5,24.24,59,12.998,7,28,35,2012-05-01,00,2,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,7.38,8.335,51,19.0012,0,1,1,2012-03-06,03,2,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,6.56,7.575,86,15.0013,6,130,136,2011-01-11,17,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,15.58,19.695,87,8.9981,77,268,345,2012-12-08,17,6,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,14.76,17.425,57,15.0013,22,541,563,2012-11-15,17,4,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,5.74,6.06,46,16.9979,0,38,38,2011-01-09,20,7,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,27.88,31.82,54,7.0015,17,42,59,2012-07-13,01,5,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,27.06,31.06,69,8.9981,56,174,230,2012-06-19,11,2,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,27.88,31.82,79,7.0015,1,11,12,2012-07-16,04,1,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,22.96,26.515,88,8.9981,7,25,32,2012-05-15,00,2,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,27.06,31.06,47,7.0015,46,139,185,2011-06-04,21,6,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,14.76,17.425,93,15.0013,12,58,70,2011-10-01,22,6,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,21.32,25.0,72,19.9995,0,1,1,2012-03-13,02,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,30.34,33.335,51,7.0015,99,227,326,2011-06-18,19,6,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,22.14,25.76,45,15.0013,38,165,203,2011-09-16,15,5,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,27.06,31.06,85,8.9981,46,77,123,2011-09-03,23,6,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,17.22,21.21,94,12.998,1,29,30,2012-03-17,06,6,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,9.84,11.365,93,12.998,5,47,52,2011-02-02,11,3,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,13.94,18.18,57,0.0,27,577,604,2012-04-03,08,2,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,5.74,6.06,43,16.9979,9,82,91,2012-01-04,13,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,14.76,17.425,62,8.9981,15,169,184,2012-12-15,21,6,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,25.42,31.06,57,12.998,0,15,15,2011-08-12,02,5,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,18.86,22.725,28,19.0012,11,244,255,2011-02-16,17,3,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,13.12,15.15,33,19.9995,9,77,86,2012-03-09,23,5,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,28.7,31.82,42,11.0014,98,369,467,2012-06-15,19,5,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,22.14,25.76,49,12.998,26,94,120,2011-05-07,22,6,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,13.94,18.18,25,0.0,132,274,406,2012-03-10,15,6,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,32.8,37.88,55,12.998,86,725,811,2012-06-19,17,2,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,22.14,25.76,83,19.0012,0,2,2,2011-05-03,03,2,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,35.26,40.15,47,15.0013,237,314,551,2012-07-04,20,3,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,25.42,31.06,46,8.9981,46,103,149,2011-03-18,20,5,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,29.52,33.335,58,0.0,2,8,10,2012-07-03,02,2,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,25.42,29.545,73,7.0015,51,435,486,2012-09-17,19,1,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,27.88,31.82,69,11.0014,55,341,396,2011-09-13,19,2,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,22.14,25.76,88,7.0015,13,78,91,2012-06-18,10,1,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,1,34.44,37.88,44,8.9981,40,167,207,2011-06-10,12,5,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,16.4,20.455,66,12.998,11,112,123,2011-03-18,07,5,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,30.34,32.575,30,6.0032,279,347,626,2012-05-19,17,6,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,34.44,37.88,44,0.0,94,166,260,2012-08-09,11,4,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,14.76,18.18,93,6.0032,1,6,7,2012-03-03,06,6,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,22.14,25.76,64,6.0032,2,16,18,2012-06-17,04,7,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,14.76,18.18,93,7.0015,2,4,6,2012-12-08,05,6,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,8.2,7.575,47,39.0007,3,52,55,2011-01-12,12,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,14.76,16.665,34,22.0028,8,133,141,2012-03-09,21,5,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,27.06,29.545,89,6.0032,2,19,21,2011-06-01,05,3,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,18.86,22.725,41,27.9993,119,185,304,2011-04-17,11,7,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,16.4,20.455,76,7.0015,6,11,17,2011-05-01,04,7,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,27.06,31.06,61,7.0015,67,337,404,2012-09-14,20,5,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,22.96,26.515,60,30.0026,27,224,251,2012-03-08,12,4,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,26.24,12.12,65,7.0015,0,6,6,2012-08-17,03,5,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,37.72,42.425,35,19.9995,161,253,414,2012-07-04,17,3,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,14.76,15.91,34,30.0026,1,6,7,2012-01-02,02,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,6.56,9.09,59,7.0015,0,2,2,2011-01-04,01,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,31.16,34.09,40,12.998,85,467,552,2011-06-17,17,5,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,22.14,25.76,52,31.0009,49,129,178,2011-10-16,20,7,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,26.24,29.545,78,6.0032,49,159,208,2011-06-17,21,5,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,11.48,12.88,45,22.0028,1,3,4,2012-01-02,05,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,14.76,18.18,81,7.0015,2,11,13,2011-04-15,05,5,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,30.34,33.335,48,15.0013,171,225,396,2011-07-16,11,6,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,30.34,32.575,28,8.9981,188,268,456,2011-06-04,13,6,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,12.3,15.91,75,7.0015,8,22,30,2012-11-01,01,4,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,14.76,17.425,71,15.0013,1,11,12,2011-03-17,01,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,4.1,6.82,54,7.0015,5,28,33,2012-01-16,07,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,28.7,32.575,54,12.998,119,290,409,2012-09-14,12,5,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,27.88,31.82,74,12.998,14,82,96,2011-08-01,23,1,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,30.34,34.85,70,0.0,13,37,50,2012-07-01,07,7,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,11.48,15.15,61,6.0032,12,48,60,2011-12-10,02,6,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,15.58,19.695,50,15.0013,24,334,358,2012-12-11,16,2,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,32.8,35.605,41,8.9981,69,203,272,2012-07-10,12,2,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,10.66,11.365,41,26.0027,14,55,69,2011-02-16,10,3,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,28.7,12.12,58,7.0015,58,320,378,2012-08-17,09,5,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,13.12,15.91,49,12.998,8,104,112,2012-01-08,19,7,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,13.12,16.665,81,6.0032,1,3,4,2011-11-03,04,4,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,18.86,22.725,31,26.0027,26,96,122,2011-02-16,16,3,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,30.34,34.09,62,19.0012,70,498,568,2012-09-07,19,5,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,20.5,24.24,72,0.0,9,26,35,2012-09-16,06,7,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,22.14,25.76,52,0.0,30,173,203,2011-05-10,21,2,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,14.76,18.18,100,6.0032,6,102,108,2012-12-09,20,7,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,24.6,30.305,60,19.0012,26,480,506,2012-06-14,07,4,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,22.14,25.76,68,0.0,31,637,668,2012-06-06,08,3,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,18.04,21.97,77,11.0014,9,8,17,2011-05-02,04,1,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,14.76,17.425,62,12.998,13,133,146,2012-11-01,10,4,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,15.58,19.695,76,15.0013,1,19,20,2011-01-02,09,7,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,22.96,26.515,68,11.0014,286,365,651,2012-03-17,12,6,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,28.7,31.82,39,6.0032,79,206,285,2011-06-04,19,6,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,20.5,24.24,59,31.0009,62,299,361,2012-05-10,09,4,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,18.86,22.725,63,27.9993,21,46,67,2011-10-01,02,6,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,22.96,26.515,64,12.998,89,182,271,2012-03-17,20,6,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,27.06,31.06,44,19.0012,98,648,746,2012-03-15,18,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,27.88,31.82,89,19.9995,7,90,97,2011-08-04,06,4,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,27.88,31.82,39,15.0013,29,397,426,2011-08-12,08,5,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,18.04,21.97,62,16.9979,7,119,126,2011-04-13,20,3,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,24.6,30.305,60,11.0014,55,208,263,2011-09-19,16,1,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,28.7,32.575,61,12.998,8,52,60,2012-08-15,00,3,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,18.86,22.725,94,0.0,4,32,36,2011-11-16,10,3,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,19.68,23.485,67,6.0032,1,4,5,2012-03-14,04,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,18.86,22.725,88,6.0032,0,33,33,2012-10-10,00,3,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,14.76,18.94,62,0.0,46,186,232,2011-12-03,17,6,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,5.74,4.545,26,35.0008,10,214,224,2012-01-03,18,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,12.3,14.395,28,12.998,10,52,62,2011-01-05,14,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,26.24,28.79,89,6.0032,2,1,3,2011-06-08,03,3,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,25.42,27.275,94,19.0012,0,6,6,2012-09-18,03,2,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,20.5,24.24,88,39.0007,1,14,15,2011-04-16,17,6,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,17.22,21.21,94,30.0026,4,27,31,2011-04-16,11,6,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,29.52,34.09,62,11.0014,83,170,253,2012-06-10,21,7,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,25.42,29.545,73,11.0014,10,11,21,2011-07-17,06,7,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,30.34,33.335,51,19.0012,6,24,30,2012-07-05,01,4,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,14.76,17.425,93,8.9981,5,314,319,2012-12-17,07,1,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,17.22,21.21,82,6.0032,5,47,52,2011-05-07,02,6,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,10.66,13.635,65,8.9981,4,28,32,2011-04-02,01,6,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,27.06,31.06,65,8.9981,20,140,160,2011-09-14,22,3,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,17.22,21.21,77,6.0032,7,26,33,2011-05-01,07,7,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,34.44,37.88,44,7.0015,40,149,189,2011-06-10,13,5,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,22.96,26.515,88,0.0,26,289,315,2012-05-02,09,3,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,10.66,15.15,81,0.0,2,119,121,2011-12-12,21,1,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,29.52,34.09,70,12.998,0,7,7,2012-07-19,02,4,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,18.86,22.725,36,26.0027,53,237,290,2011-11-04,16,5,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,25.42,28.79,83,19.0012,15,166,181,2011-10-13,20,4,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,33.62,38.635,52,35.0008,233,435,668,2012-09-08,13,6,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,18.04,21.97,51,19.0012,87,252,339,2012-03-03,13,6,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,9.84,9.85,30,31.0009,3,10,13,2011-03-03,00,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,26.24,31.06,36,11.0014,110,767,877,2012-09-11,18,2,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,26.24,30.305,69,6.0032,35,179,214,2011-09-13,09,2,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,31.98,33.335,24,22.0028,43,142,185,2011-06-02,14,4,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,16.4,20.455,82,22.0028,1,9,10,2011-04-16,06,6,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,1,9.84,14.395,75,0.0,1,14,15,2011-12-02,01,5,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,22.14,25.76,68,27.9993,6,28,34,2012-06-05,00,2,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,26.24,28.03,94,19.0012,11,102,113,2011-09-08,17,4,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,0,7.38,9.85,43,8.9981,1,2,3,2011-01-17,04,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,25.42,28.79,83,16.9979,47,432,479,2011-10-13,17,4,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,15.58,19.695,94,6.0032,0,11,11,2011-11-10,03,4,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,8.2,9.09,86,22.0028,0,3,3,2011-01-18,12,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,9.84,10.605,65,19.0012,10,405,415,2012-11-14,07,3,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,25.42,27.275,94,11.0014,5,131,136,2011-09-09,09,5,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,0,19.68,23.485,48,0.0,258,348,606,2012-11-10,12,6,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,13.94,15.15,61,22.0028,14,184,198,2011-11-17,09,4,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,22.96,26.515,52,19.9995,156,338,494,2012-10-14,11,7,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,18.04,21.97,38,19.0012,0,31,31,2012-02-01,00,3,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,34.44,35.605,24,0.0,238,257,495,2012-06-09,17,6,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,15.58,19.695,87,6.0032,5,48,53,2011-04-10,00,7,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,8.2,9.85,34,16.9979,9,157,166,2011-02-09,17,3,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,36.9,42.425,42,23.9994,37,111,148,2011-07-12,15,2,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,21.32,25.0,68,19.0012,5,7,12,2012-09-10,03,1,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,25.42,29.545,78,7.0015,61,223,284,2012-05-05,09,6,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,17.22,21.21,71,12.998,21,113,134,2012-11-11,22,7,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,25.42,30.305,65,11.0014,22,25,47,2011-06-05,03,7,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,16.4,20.455,82,15.0013,35,122,157,2012-10-07,17,7,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,21.32,25.0,88,11.0014,39,359,398,2011-05-13,18,5,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,1,8.2,10.605,72,7.0015,3,305,308,2012-12-14,07,5,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,34.44,37.12,36,8.9981,158,215,373,2011-07-09,14,6,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,27.06,31.06,54,7.0015,25,218,243,2011-07-01,07,5,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,27.06,31.06,39,0.0,262,234,496,2011-10-08,15,6,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,13.94,17.425,100,6.0032,0,6,6,2011-03-11,00,5,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,27.06,30.305,78,0.0,7,12,19,2011-06-19,05,7,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,26.24,30.305,65,27.9993,64,134,198,2012-06-13,10,3,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,30.34,34.09,55,6.0032,56,95,151,2011-08-15,14,1,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,8.2,11.365,75,6.0032,1,19,20,2011-02-13,02,7,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,21.32,25.0,77,11.0014,22,115,137,2011-10-18,22,2,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,15.58,19.695,50,15.0013,20,250,270,2012-12-11,15,2,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,13.12,15.91,93,11.0014,4,17,21,2011-03-09,22,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,9.84,11.365,70,15.0013,13,495,508,2012-02-08,08,3,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,22.14,25.76,64,19.0012,68,456,524,2011-10-04,18,2,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,9.02,9.09,32,31.0009,8,64,72,2011-01-09,14,7,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,25.42,29.545,73,12.998,5,33,38,2011-09-03,07,6,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,29.52,34.09,66,19.0012,45,213,258,2012-06-01,15,5,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,31.16,35.605,62,6.0032,219,372,591,2012-07-14,13,6,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,25.42,31.06,43,6.0032,65,161,226,2012-06-06,11,3,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,20.5,24.24,72,12.998,29,422,451,2011-11-15,17,2,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,13.94,15.15,49,22.0028,9,46,55,2012-11-09,00,5,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,31.98,37.12,59,15.0013,91,232,323,2011-07-18,20,1,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,18.86,22.725,94,8.9981,6,52,58,2011-11-16,13,3,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,20.5,24.24,88,8.9981,2,2,4,2011-05-13,03,5,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,19.68,23.485,55,15.0013,283,278,561,2012-04-01,14,7,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,13.12,15.15,36,15.0013,20,116,136,2012-03-06,14,2,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,27.06,29.545,89,19.0012,10,107,117,2012-09-08,01,6,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,12.3,14.395,42,15.0013,0,35,35,2012-11-08,05,4,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,13.94,16.665,87,12.998,2,96,98,2012-01-11,18,3,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,22.14,25.76,94,19.9995,1,0,1,2011-09-06,03,2,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1,10.66,15.15,56,0.0,0,6,6,2012-02-14,01,2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,9.02,10.605,64,15.0013,0,12,12,2011-12-08,05,4,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,9.02,12.12,87,7.0015,1,51,52,2012-01-09,23,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,14.76,16.665,46,23.9994,23,133,156,2012-11-02,21,5,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,8.2,8.335,32,32.9975,12,83,95,2011-01-08,14,6,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,21.32,25.0,52,11.0014,32,120,152,2011-11-03,14,4,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,18.86,22.725,67,7.0015,1,6,7,2011-02-18,05,5,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0,17.22,21.21,62,12.998,82,323,405,2012-10-08,13,1,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
